img;score
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\148.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\149.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\15.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\150.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\151.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\152.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\153.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\154.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\155.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\156.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\157.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\158.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\159.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\16.png;[0.41455257]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\160.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\161.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\162.png;[9.715557e-06]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\163.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\164.png;[0.9303816]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\165.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\166.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\167.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\168.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\169.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\17.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\170.png;[0.04007697]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\171.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\172.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\173.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\174.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\175.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\176.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\177.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\178.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\179.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\18.png;[0.00035578]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\180.png;[2.9802322e-08]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\181.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\182.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\183.png;[6.0796738e-06]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\184.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\185.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\186.png;[0.05643332]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\187.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\188.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\189.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\19.png;[8.6426735e-07]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\190.png;[0.9559355]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\191.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\192.png;[0.00012743]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\193.png;[1.6599894e-05]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\194.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\195.png;[8.940697e-08]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\196.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\197.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\198.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\199.png;[0.9868684]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\2.png;[0.9868684]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\20.png;[0.00445142]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\200.png;[9.536743e-07]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\201.png;[0.95525557]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\202.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\203.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\204.png;[7.212162e-06]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\205.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\206.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\207.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\208.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\209.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\21.png;[0.7449208]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\210.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\211.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\212.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\213.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\214.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\215.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\216.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\217.png;[0.9568973]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\218.png;[0.9868684]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\219.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\22.png;[4.2915344e-05]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\220.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\221.png;[5.9604645e-08]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\222.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\223.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\224.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\225.png;[0.881407]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\226.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\227.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\228.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\229.png;[2.0861626e-06]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\23.png;[1.7881393e-06]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\230.png;[0.25790507]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\231.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\232.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\233.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\234.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\235.png;[0.95190126]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\236.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\237.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\238.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\239.png;[4.7653913e-05]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\24.png;[1.3113022e-06]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\240.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\241.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\242.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\243.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\244.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\245.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\246.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\247.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\248.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\249.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\25.png;[0.91138357]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\250.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\251.png;[0.00387594]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\252.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\253.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\254.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\255.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\256.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\257.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\258.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\259.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\26.png;[0.24447855]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\260.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\261.png;[0.08251187]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\262.png;[0.96074474]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\263.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\264.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\265.png;[0.14287359]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\266.png;[8.940697e-08]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\267.png;[3.874302e-07]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\268.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\269.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\27.png;[0.00383994]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\270.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\271.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\272.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\273.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\274.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\275.png;[5.662441e-07]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\276.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\277.png;[4.529953e-06]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\278.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\279.png;[1.1920929e-07]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\28.png;[0.911134]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\280.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\281.png;[1.1920929e-07]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\282.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\283.png;[6.195903e-05]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\284.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\285.png;[1.5467405e-05]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\286.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\287.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\288.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\289.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\29.png;[0.90815306]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\290.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\291.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\292.png;[0.5603553]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\293.png;[0.9644652]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\294.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\295.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\296.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\297.png;[0.00020698]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\298.png;[9.23872e-07]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\299.png;[0.00412104]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\3.png;[0.9868674]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\30.png;[0.8615751]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\31.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\32.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\33.png;[0.02696025]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\34.png;[0.9868684]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\35.png;[0.9321352]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\36.png;[0.8911676]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\37.png;[0.9868684]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\38.png;[0.9868684]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\39.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\4.png;[0.98559666]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\40.png;[0.6483629]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\41.png;[0.04670426]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\42.png;[0.19578701]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\43.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\44.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\45.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\46.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\47.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\48.png;[5.9604645e-08]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\49.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\5.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\50.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\51.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\52.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\53.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\54.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\55.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\56.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\57.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\58.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\59.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\6.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\60.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\61.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\62.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\63.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\64.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\65.png;[0.55484545]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\66.png;[1.4007092e-06]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\67.png;[0.0024263]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\68.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\69.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\7.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\70.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\71.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\72.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\73.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\74.png;[2.9802322e-08]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\75.png;[0.00098684]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\76.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\77.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\78.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\79.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\8.png;[0.49191093]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\80.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\81.png;[0.00025946]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\82.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\83.png;[0.8631899]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\84.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\85.png;[1.898408e-05]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\86.png;[0.776101]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\87.png;[0.66981465]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\88.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\89.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\9.png;[5.9604645e-08]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\90.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\91.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\92.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\93.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\94.png;[2.05338e-05]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\95.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\96.png;[1.1026859e-06]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\97.png;[9.62913e-05]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\14_01_05_C.avi\98.png;[5.275011e-05]
